parents,has_nurs,form,children,housing,finance,social,health
missing,proper,completed,1,missing,missing,nonprob,missing
great_pret,very_crit,completed,more,convenient,convenient,slightly_prob,priority
great_pret,improper,missing,more,convenient,inconv,slightly_prob,priority
missing,missing,complete,more,missing,inconv,problematic,not_recom
usual,less_proper,completed,1,less_conv,convenient,slightly_prob,recommended
pretentious,very_crit,incomplete,2,missing,missing,problematic,not_recom
pretentious,improper,complete,3,less_conv,convenient,problematic,priority
pretentious,proper,completed,more,less_conv,convenient,problematic,recommended
great_pret,less_proper,completed,1,critical,missing,problematic,not_recom
pretentious,less_proper,missing,1,critical,inconv,nonprob,recommended
pretentious,missing,complete,1,less_conv,convenient,missing,priority
missing,proper,complete,missing,critical,inconv,nonprob,not_recom
usual,improper,incomplete,2,critical,missing,problematic,priority
missing,proper,foster,1,missing,missing,nonprob,not_recom
great_pret,proper,incomplete,more,convenient,missing,problematic,recommended
usual,improper,incomplete,more,less_conv,missing,nonprob,priority
great_pret,improper,incomplete,3,critical,inconv,slightly_prob,recommended
missing,very_crit,incomplete,more,convenient,missing,nonprob,recommended
pretentious,improper,completed,3,missing,convenient,nonprob,not_recom
pretentious,very_crit,missing,missing,convenient,convenient,slightly_prob,recommended
pretentious,improper,incomplete,3,missing,convenient,slightly_prob,priority
usual,missing,completed,1,less_conv,missing,problematic,priority
pretentious,missing,completed,missing,critical,inconv,nonprob,missing
great_pret,missing,incomplete,2,convenient,inconv,slightly_prob,priority
pretentious,proper,foster,missing,less_conv,convenient,missing,priority
missing,missing,complete,3,missing,convenient,nonprob,missing
usual,critical,incomplete,1,less_conv,convenient,slightly_prob,recommended
great_pret,proper,missing,missing,less_conv,convenient,slightly_prob,priority
pretentious,very_crit,incomplete,more,less_conv,inconv,missing,recommended
pretentious,proper,foster,2,less_conv,inconv,slightly_prob,priority
pretentious,proper,incomplete,more,critical,inconv,nonprob,not_recom
usual,missing,missing,2,missing,convenient,problematic,recommended
pretentious,less_proper,foster,3,convenient,convenient,problematic,priority
great_pret,less_proper,foster,missing,critical,convenient,problematic,missing
pretentious,very_crit,complete,more,critical,inconv,nonprob,not_recom
usual,less_proper,completed,missing,less_conv,inconv,problematic,not_recom
usual,missing,completed,missing,critical,inconv,missing,not_recom
missing,missing,foster,2,less_conv,convenient,slightly_prob,recommended
great_pret,missing,complete,3,critical,inconv,problematic,not_recom
great_pret,very_crit,complete,3,critical,convenient,missing,not_recom
pretentious,less_proper,completed,2,critical,convenient,nonprob,missing
great_pret,critical,missing,2,critical,convenient,missing,not_recom
great_pret,improper,complete,more,missing,inconv,slightly_prob,missing
usual,proper,foster,2,convenient,inconv,problematic,missing
pretentious,improper,completed,3,missing,missing,slightly_prob,missing
missing,improper,completed,1,less_conv,missing,missing,missing
usual,very_crit,completed,1,convenient,inconv,problematic,recommended
missing,improper,completed,3,critical,inconv,problematic,priority
pretentious,very_crit,complete,more,less_conv,missing,missing,not_recom
pretentious,very_crit,missing,3,convenient,convenient,nonprob,missing
missing,critical,foster,2,critical,convenient,missing,not_recom
usual,missing,complete,more,less_conv,inconv,nonprob,priority
missing,critical,complete,more,convenient,inconv,problematic,not_recom
great_pret,improper,complete,more,critical,missing,problematic,priority
usual,critical,foster,more,critical,convenient,slightly_prob,recommended
great_pret,proper,complete,3,missing,inconv,problematic,not_recom
great_pret,critical,missing,more,convenient,missing,slightly_prob,recommended
missing,proper,incomplete,missing,convenient,convenient,problematic,not_recom
usual,less_proper,missing,1,convenient,inconv,problematic,priority
pretentious,proper,missing,2,critical,missing,problematic,recommended
usual,improper,incomplete,2,critical,inconv,missing,missing
usual,missing,foster,1,critical,missing,nonprob,priority
usual,proper,incomplete,1,missing,missing,slightly_prob,not_recom
pretentious,very_crit,missing,more,missing,convenient,slightly_prob,not_recom
pretentious,missing,foster,missing,missing,convenient,problematic,priority
pretentious,improper,foster,3,less_conv,convenient,nonprob,missing
pretentious,improper,missing,more,missing,inconv,slightly_prob,missing
great_pret,missing,missing,missing,missing,inconv,nonprob,missing
great_pret,critical,foster,3,critical,convenient,nonprob,priority
great_pret,missing,complete,more,convenient,inconv,slightly_prob,recommended
missing,proper,completed,1,convenient,inconv,slightly_prob,priority
missing,improper,complete,1,convenient,convenient,missing,missing
great_pret,proper,completed,2,convenient,inconv,problematic,recommended
great_pret,very_crit,complete,2,less_conv,missing,problematic,missing
usual,critical,foster,missing,less_conv,convenient,nonprob,recommended
great_pret,less_proper,foster,missing,critical,inconv,slightly_prob,recommended
usual,improper,missing,missing,missing,convenient,slightly_prob,recommended
pretentious,proper,completed,missing,critical,convenient,problematic,not_recom
usual,missing,completed,1,critical,convenient,nonprob,not_recom
usual,improper,complete,more,convenient,missing,missing,missing
missing,missing,completed,3,convenient,convenient,slightly_prob,recommended
usual,proper,complete,missing,missing,missing,nonprob,missing
usual,proper,completed,2,critical,inconv,missing,recommended
usual,proper,completed,more,convenient,convenient,missing,priority
great_pret,proper,completed,2,less_conv,inconv,slightly_prob,missing
usual,missing,foster,more,convenient,inconv,nonprob,not_recom
pretentious,missing,foster,missing,critical,convenient,nonprob,recommended
great_pret,proper,foster,3,missing,inconv,missing,recommended
missing,critical,missing,2,less_conv,convenient,problematic,priority
great_pret,critical,missing,missing,less_conv,convenient,nonprob,priority
pretentious,less_proper,completed,more,less_conv,inconv,nonprob,recommended
pretentious,proper,complete,3,critical,convenient,problematic,priority
pretentious,improper,missing,1,critical,missing,slightly_prob,recommended
usual,missing,missing,missing,critical,inconv,problematic,missing
missing,less_proper,missing,more,less_conv,convenient,problematic,priority
great_pret,missing,complete,missing,critical,convenient,nonprob,missing
missing,proper,incomplete,2,critical,inconv,nonprob,not_recom
missing,missing,missing,3,less_conv,missing,problematic,priority
pretentious,less_proper,foster,2,less_conv,inconv,nonprob,missing
pretentious,very_crit,missing,2,less_conv,missing,problematic,recommended
great_pret,critical,complete,more,convenient,missing,nonprob,priority
great_pret,very_crit,incomplete,missing,critical,convenient,slightly_prob,recommended
missing,improper,incomplete,more,critical,convenient,slightly_prob,missing
pretentious,improper,completed,missing,missing,convenient,missing,priority
usual,critical,missing,3,convenient,inconv,problematic,not_recom
usual,proper,completed,3,less_conv,convenient,slightly_prob,not_recom
pretentious,improper,missing,1,less_conv,missing,problematic,not_recom
missing,less_proper,missing,missing,critical,convenient,problematic,recommended
missing,less_proper,completed,missing,critical,inconv,slightly_prob,recommended
missing,critical,missing,1,critical,inconv,nonprob,priority
great_pret,very_crit,missing,3,missing,inconv,nonprob,not_recom
missing,improper,incomplete,more,missing,inconv,problematic,missing
pretentious,improper,completed,more,critical,convenient,problematic,missing
missing,improper,incomplete,more,critical,convenient,nonprob,not_recom
missing,very_crit,completed,2,less_conv,convenient,problematic,priority
missing,very_crit,incomplete,3,critical,inconv,nonprob,recommended
great_pret,critical,complete,more,convenient,convenient,slightly_prob,not_recom
usual,critical,foster,missing,less_conv,missing,missing,missing
great_pret,less_proper,missing,3,missing,convenient,nonprob,missing
great_pret,less_proper,complete,2,convenient,convenient,slightly_prob,recommended
pretentious,proper,foster,more,missing,convenient,missing,missing
usual,missing,missing,missing,missing,inconv,missing,missing
usual,missing,incomplete,missing,convenient,inconv,missing,recommended
great_pret,missing,completed,2,convenient,convenient,missing,priority
usual,proper,foster,3,missing,convenient,slightly_prob,recommended
great_pret,very_crit,completed,more,critical,inconv,slightly_prob,not_recom
usual,critical,incomplete,more,missing,convenient,problematic,recommended
great_pret,improper,complete,3,less_conv,inconv,slightly_prob,priority
great_pret,missing,missing,2,critical,inconv,problematic,priority
usual,proper,foster,1,convenient,missing,problematic,recommended
usual,very_crit,complete,3,critical,missing,missing,missing
usual,missing,completed,missing,critical,inconv,nonprob,recommended
usual,improper,completed,more,less_conv,inconv,missing,priority
pretentious,very_crit,incomplete,3,less_conv,missing,nonprob,recommended
pretentious,improper,foster,more,convenient,inconv,nonprob,priority
pretentious,less_proper,complete,1,convenient,inconv,nonprob,not_recom
missing,proper,foster,missing,less_conv,inconv,missing,recommended
great_pret,critical,foster,1,convenient,inconv,nonprob,recommended
pretentious,improper,completed,more,convenient,missing,nonprob,not_recom
usual,proper,complete,2,convenient,inconv,problematic,not_recom
pretentious,proper,missing,1,convenient,inconv,slightly_prob,recommended
missing,missing,foster,1,missing,missing,slightly_prob,missing
pretentious,proper,incomplete,missing,less_conv,inconv,missing,not_recom
missing,improper,foster,1,convenient,convenient,slightly_prob,not_recom
usual,very_crit,complete,more,less_conv,convenient,slightly_prob,recommended
great_pret,very_crit,completed,3,critical,inconv,nonprob,recommended
great_pret,proper,completed,missing,less_conv,inconv,problematic,priority
missing,less_proper,completed,missing,critical,inconv,slightly_prob,priority
usual,improper,incomplete,more,critical,convenient,slightly_prob,missing
usual,missing,completed,1,critical,inconv,problematic,priority
great_pret,less_proper,completed,1,critical,inconv,problematic,priority
missing,improper,missing,more,less_conv,inconv,slightly_prob,priority
great_pret,proper,completed,more,missing,inconv,slightly_prob,not_recom
pretentious,proper,completed,3,convenient,inconv,problematic,not_recom
pretentious,very_crit,completed,more,convenient,missing,missing,missing
missing,very_crit,complete,more,critical,convenient,slightly_prob,not_recom
usual,very_crit,complete,missing,convenient,missing,problematic,not_recom
great_pret,less_proper,foster,more,missing,inconv,missing,missing
great_pret,proper,complete,1,convenient,convenient,slightly_prob,priority
missing,less_proper,missing,more,critical,convenient,missing,recommended
pretentious,critical,foster,missing,less_conv,convenient,problematic,missing
pretentious,critical,completed,3,missing,inconv,missing,recommended
pretentious,critical,missing,more,convenient,inconv,problematic,priority
usual,very_crit,completed,2,convenient,convenient,missing,not_recom
pretentious,proper,complete,2,convenient,convenient,nonprob,not_recom
usual,critical,missing,more,critical,convenient,nonprob,priority
great_pret,less_proper,incomplete,3,convenient,convenient,nonprob,recommended
pretentious,proper,foster,2,less_conv,missing,slightly_prob,not_recom
great_pret,missing,completed,3,less_conv,inconv,nonprob,priority
missing,very_crit,foster,3,critical,missing,nonprob,missing
missing,improper,foster,missing,critical,missing,nonprob,not_recom
pretentious,improper,foster,missing,convenient,inconv,nonprob,missing
missing,improper,missing,2,less_conv,convenient,nonprob,priority
great_pret,missing,missing,2,convenient,inconv,slightly_prob,not_recom
usual,improper,missing,1,critical,missing,slightly_prob,not_recom
usual,proper,missing,3,less_conv,convenient,problematic,recommended
pretentious,critical,foster,3,convenient,inconv,nonprob,recommended
pretentious,less_proper,incomplete,2,critical,inconv,problematic,missing
usual,proper,completed,2,missing,missing,nonprob,not_recom
pretentious,very_crit,foster,missing,less_conv,inconv,nonprob,missing
great_pret,critical,incomplete,3,critical,inconv,problematic,recommended
great_pret,improper,foster,1,missing,convenient,slightly_prob,recommended
great_pret,very_crit,completed,1,less_conv,inconv,problematic,not_recom
missing,improper,completed,3,critical,convenient,problematic,recommended
usual,less_proper,incomplete,1,critical,convenient,problematic,missing
pretentious,missing,completed,2,critical,inconv,slightly_prob,not_recom
usual,missing,completed,2,critical,convenient,nonprob,recommended
great_pret,proper,missing,1,critical,inconv,slightly_prob,not_recom
great_pret,missing,foster,more,missing,convenient,missing,not_recom
pretentious,missing,incomplete,1,less_conv,convenient,problematic,priority
missing,very_crit,complete,2,critical,inconv,slightly_prob,not_recom
pretentious,improper,foster,missing,missing,convenient,nonprob,recommended
usual,improper,completed,2,missing,missing,nonprob,recommended
missing,critical,completed,1,convenient,missing,problematic,not_recom
usual,less_proper,completed,2,missing,inconv,problematic,recommended
pretentious,improper,foster,2,critical,inconv,nonprob,recommended
usual,proper,foster,missing,convenient,inconv,nonprob,recommended
usual,improper,complete,3,convenient,convenient,nonprob,not_recom
missing,proper,missing,missing,missing,inconv,slightly_prob,not_recom
great_pret,less_proper,incomplete,1,critical,convenient,missing,recommended
usual,improper,foster,missing,missing,convenient,nonprob,recommended
pretentious,missing,complete,3,less_conv,inconv,problematic,recommended
usual,missing,completed,3,critical,missing,missing,recommended
usual,improper,completed,missing,less_conv,convenient,nonprob,recommended
missing,improper,foster,missing,less_conv,convenient,nonprob,not_recom
great_pret,proper,incomplete,missing,missing,inconv,problematic,missing
pretentious,critical,incomplete,missing,convenient,inconv,problematic,not_recom
great_pret,critical,complete,missing,less_conv,convenient,slightly_prob,priority
pretentious,missing,missing,2,convenient,convenient,slightly_prob,priority
pretentious,critical,complete,missing,critical,convenient,nonprob,priority
pretentious,missing,incomplete,1,less_conv,inconv,nonprob,recommended
pretentious,very_crit,missing,more,missing,missing,nonprob,not_recom
usual,very_crit,missing,missing,critical,missing,nonprob,recommended
missing,improper,complete,missing,critical,inconv,slightly_prob,missing
usual,less_proper,complete,1,less_conv,convenient,nonprob,priority
usual,proper,incomplete,2,less_conv,inconv,slightly_prob,priority
usual,critical,completed,3,convenient,convenient,missing,not_recom
great_pret,less_proper,complete,1,convenient,inconv,nonprob,recommended
missing,missing,complete,3,convenient,convenient,missing,missing
pretentious,critical,complete,2,less_conv,convenient,missing,priority
missing,very_crit,complete,3,critical,inconv,missing,missing
pretentious,very_crit,completed,more,missing,convenient,nonprob,priority
pretentious,proper,foster,more,missing,inconv,problematic,missing
great_pret,missing,foster,1,missing,missing,missing,recommended
usual,less_proper,completed,more,critical,missing,slightly_prob,not_recom
great_pret,very_crit,incomplete,1,missing,convenient,missing,recommended
usual,missing,completed,more,critical,missing,missing,not_recom
missing,less_proper,completed,2,convenient,inconv,nonprob,missing
usual,very_crit,incomplete,3,missing,inconv,slightly_prob,priority
missing,proper,missing,more,critical,inconv,missing,recommended
usual,improper,incomplete,1,critical,inconv,problematic,recommended
usual,improper,incomplete,3,critical,convenient,slightly_prob,not_recom
usual,critical,foster,missing,less_conv,inconv,slightly_prob,not_recom
usual,proper,complete,2,less_conv,inconv,nonprob,missing
usual,very_crit,foster,3,less_conv,convenient,missing,missing
missing,missing,missing,1,less_conv,inconv,nonprob,priority
great_pret,very_crit,missing,more,critical,inconv,missing,recommended
pretentious,very_crit,foster,2,less_conv,convenient,nonprob,not_recom
usual,proper,completed,1,critical,inconv,missing,not_recom
missing,improper,complete,2,convenient,convenient,slightly_prob,priority
missing,improper,missing,3,less_conv,inconv,missing,not_recom
pretentious,missing,incomplete,1,missing,convenient,problematic,missing
usual,critical,missing,3,convenient,convenient,nonprob,recommended
missing,missing,missing,more,missing,convenient,missing,not_recom
pretentious,proper,missing,1,less_conv,convenient,slightly_prob,missing
missing,improper,missing,1,less_conv,inconv,nonprob,missing
great_pret,missing,complete,3,convenient,convenient,missing,not_recom
pretentious,improper,missing,1,missing,inconv,nonprob,not_recom
great_pret,less_proper,complete,missing,missing,inconv,slightly_prob,recommended
great_pret,proper,complete,2,missing,convenient,slightly_prob,missing
pretentious,less_proper,incomplete,3,convenient,inconv,problematic,not_recom
missing,very_crit,incomplete,missing,critical,missing,slightly_prob,not_recom
pretentious,very_crit,incomplete,1,critical,inconv,slightly_prob,recommended
pretentious,proper,complete,1,critical,convenient,problematic,missing
pretentious,very_crit,foster,2,convenient,inconv,missing,priority
great_pret,proper,foster,1,missing,convenient,nonprob,not_recom
usual,critical,missing,more,less_conv,missing,problematic,recommended
great_pret,less_proper,complete,more,less_conv,convenient,problematic,not_recom
usual,very_crit,foster,1,missing,inconv,slightly_prob,priority
missing,missing,complete,1,less_conv,missing,missing,missing
great_pret,less_proper,completed,3,missing,convenient,slightly_prob,missing
great_pret,very_crit,incomplete,1,missing,convenient,nonprob,missing
usual,very_crit,foster,missing,less_conv,inconv,problematic,missing
usual,critical,foster,1,critical,convenient,missing,not_recom
missing,very_crit,missing,1,less_conv,inconv,problematic,recommended
usual,less_proper,complete,missing,less_conv,missing,problematic,missing
missing,improper,missing,2,missing,inconv,slightly_prob,missing
pretentious,missing,foster,missing,less_conv,convenient,missing,recommended
pretentious,very_crit,complete,more,less_conv,missing,nonprob,recommended
missing,missing,incomplete,missing,less_conv,missing,missing,priority
usual,very_crit,complete,missing,missing,inconv,missing,recommended
great_pret,proper,foster,1,missing,inconv,slightly_prob,priority
great_pret,less_proper,complete,1,missing,inconv,problematic,priority
missing,improper,complete,missing,missing,missing,problematic,not_recom
missing,less_proper,complete,2,critical,convenient,missing,recommended
usual,very_crit,foster,2,critical,missing,nonprob,priority
great_pret,proper,completed,missing,critical,convenient,problematic,not_recom
pretentious,less_proper,incomplete,3,critical,convenient,problematic,not_recom
usual,very_crit,complete,more,missing,convenient,missing,missing
pretentious,very_crit,complete,2,missing,inconv,slightly_prob,recommended
great_pret,less_proper,foster,missing,less_conv,convenient,nonprob,recommended
usual,improper,incomplete,missing,missing,inconv,missing,recommended
usual,less_proper,foster,1,convenient,inconv,problematic,recommended
missing,missing,complete,1,critical,convenient,problematic,missing
usual,very_crit,incomplete,missing,less_conv,inconv,nonprob,not_recom
pretentious,very_crit,foster,3,less_conv,convenient,nonprob,not_recom
missing,less_proper,foster,3,critical,convenient,missing,priority
pretentious,less_proper,foster,1,less_conv,inconv,slightly_prob,not_recom
pretentious,proper,completed,more,less_conv,convenient,slightly_prob,recommended
pretentious,improper,incomplete,1,missing,inconv,nonprob,priority
great_pret,very_crit,foster,2,critical,convenient,missing,not_recom
great_pret,improper,missing,1,missing,convenient,problematic,not_recom
pretentious,very_crit,incomplete,more,convenient,convenient,problematic,priority
missing,missing,foster,1,critical,inconv,problematic,recommended
missing,missing,completed,more,critical,inconv,missing,priority
pretentious,critical,foster,1,convenient,inconv,slightly_prob,not_recom
pretentious,very_crit,foster,2,critical,inconv,missing,recommended
pretentious,proper,incomplete,3,less_conv,inconv,problematic,not_recom
missing,very_crit,incomplete,2,missing,convenient,slightly_prob,priority
pretentious,less_proper,incomplete,more,less_conv,inconv,problematic,priority
missing,proper,foster,more,convenient,missing,nonprob,not_recom
missing,proper,completed,missing,convenient,convenient,nonprob,missing
usual,proper,foster,3,missing,inconv,slightly_prob,missing
pretentious,very_crit,complete,more,less_conv,inconv,nonprob,priority
pretentious,very_crit,completed,1,less_conv,missing,slightly_prob,missing
great_pret,very_crit,incomplete,more,critical,inconv,nonprob,recommended
great_pret,proper,missing,1,missing,convenient,missing,missing
pretentious,improper,foster,3,less_conv,inconv,slightly_prob,priority
missing,improper,incomplete,missing,critical,inconv,nonprob,not_recom
missing,critical,complete,more,convenient,inconv,missing,recommended
great_pret,improper,missing,3,convenient,convenient,problematic,not_recom
great_pret,proper,incomplete,2,less_conv,inconv,slightly_prob,not_recom
missing,critical,missing,3,convenient,convenient,slightly_prob,not_recom
missing,missing,foster,missing,convenient,missing,nonprob,priority
usual,critical,missing,more,critical,missing,missing,not_recom
missing,less_proper,missing,3,missing,missing,missing,not_recom
great_pret,less_proper,incomplete,missing,less_conv,convenient,slightly_prob,recommended
missing,missing,complete,more,convenient,convenient,missing,not_recom
usual,critical,foster,1,critical,convenient,problematic,not_recom
pretentious,very_crit,complete,more,missing,missing,nonprob,priority
great_pret,very_crit,foster,3,less_conv,convenient,missing,recommended
missing,critical,completed,1,convenient,convenient,missing,recommended
great_pret,very_crit,foster,missing,less_conv,inconv,slightly_prob,recommended
missing,improper,complete,1,critical,inconv,missing,not_recom
pretentious,critical,foster,1,missing,convenient,problematic,recommended
great_pret,proper,foster,2,missing,inconv,nonprob,not_recom
usual,critical,complete,1,critical,inconv,nonprob,not_recom
pretentious,less_proper,foster,3,critical,inconv,nonprob,recommended
pretentious,missing,completed,2,less_conv,inconv,problematic,priority
missing,improper,completed,1,convenient,inconv,slightly_prob,recommended
missing,less_proper,completed,missing,missing,missing,problematic,recommended
pretentious,less_proper,foster,more,convenient,inconv,problematic,missing
great_pret,missing,incomplete,more,critical,convenient,slightly_prob,missing
great_pret,improper,incomplete,1,missing,convenient,missing,not_recom
great_pret,proper,foster,2,critical,inconv,nonprob,recommended
great_pret,missing,incomplete,2,less_conv,convenient,nonprob,priority
great_pret,proper,incomplete,more,missing,convenient,problematic,priority
missing,missing,foster,2,critical,convenient,problematic,priority
usual,very_crit,foster,missing,missing,inconv,problematic,recommended
missing,critical,completed,1,missing,inconv,slightly_prob,missing
pretentious,very_crit,missing,2,less_conv,inconv,missing,priority
missing,missing,incomplete,3,convenient,missing,nonprob,recommended
usual,proper,complete,3,critical,inconv,slightly_prob,recommended
pretentious,proper,complete,3,convenient,convenient,nonprob,recommended
usual,proper,incomplete,1,convenient,inconv,slightly_prob,recommended
missing,proper,foster,2,less_conv,inconv,nonprob,priority
great_pret,proper,complete,1,convenient,inconv,problematic,recommended
usual,very_crit,complete,3,convenient,missing,slightly_prob,recommended
usual,missing,complete,3,missing,inconv,problematic,not_recom
pretentious,improper,completed,1,convenient,convenient,slightly_prob,recommended
missing,improper,foster,missing,convenient,missing,problematic,recommended
great_pret,less_proper,foster,2,less_conv,missing,missing,priority
pretentious,improper,incomplete,1,less_conv,inconv,nonprob,not_recom
usual,critical,completed,3,missing,convenient,slightly_prob,missing
great_pret,proper,incomplete,1,critical,inconv,slightly_prob,missing
pretentious,critical,foster,2,critical,convenient,slightly_prob,priority
great_pret,proper,missing,3,less_conv,inconv,problematic,not_recom
usual,missing,missing,missing,convenient,inconv,slightly_prob,not_recom
usual,proper,missing,more,critical,missing,slightly_prob,not_recom
usual,less_proper,foster,2,critical,convenient,missing,not_recom
pretentious,improper,incomplete,1,less_conv,inconv,missing,not_recom
missing,less_proper,completed,more,critical,inconv,problematic,not_recom
pretentious,very_crit,foster,3,convenient,missing,slightly_prob,recommended
missing,missing,completed,2,critical,missing,problematic,recommended
pretentious,critical,complete,1,missing,inconv,nonprob,recommended
great_pret,missing,foster,2,convenient,inconv,missing,priority
usual,proper,complete,1,critical,convenient,slightly_prob,not_recom
great_pret,improper,missing,2,missing,inconv,slightly_prob,missing
pretentious,very_crit,complete,3,less_conv,inconv,missing,priority
usual,proper,completed,missing,critical,convenient,slightly_prob,not_recom
pretentious,improper,completed,2,convenient,convenient,problematic,not_recom
great_pret,missing,missing,3,less_conv,missing,nonprob,priority
great_pret,proper,completed,3,critical,convenient,nonprob,priority
great_pret,critical,incomplete,2,convenient,convenient,nonprob,priority
pretentious,less_proper,complete,2,less_conv,convenient,nonprob,recommended
great_pret,very_crit,completed,3,less_conv,missing,nonprob,recommended
usual,less_proper,complete,3,missing,missing,problematic,not_recom
missing,proper,missing,more,less_conv,inconv,nonprob,not_recom
great_pret,improper,missing,more,critical,missing,problematic,priority
usual,less_proper,complete,2,critical,inconv,nonprob,priority
usual,missing,foster,1,missing,inconv,missing,not_recom
usual,less_proper,missing,more,convenient,missing,missing,priority
missing,improper,completed,2,convenient,convenient,slightly_prob,missing
pretentious,critical,foster,1,less_conv,convenient,missing,recommended
pretentious,very_crit,complete,2,convenient,convenient,missing,priority
usual,critical,incomplete,more,missing,convenient,nonprob,missing
pretentious,critical,foster,more,missing,missing,nonprob,not_recom
great_pret,critical,complete,1,critical,inconv,problematic,not_recom
usual,very_crit,foster,2,less_conv,missing,problematic,recommended
great_pret,less_proper,complete,missing,convenient,inconv,slightly_prob,not_recom
usual,missing,complete,more,convenient,convenient,nonprob,missing
great_pret,missing,foster,more,less_conv,inconv,problematic,not_recom
usual,improper,complete,3,missing,inconv,missing,not_recom
pretentious,critical,complete,1,less_conv,inconv,slightly_prob,not_recom
great_pret,critical,foster,missing,convenient,convenient,problematic,priority
usual,less_proper,complete,3,critical,inconv,missing,recommended
usual,missing,complete,3,critical,convenient,slightly_prob,recommended
great_pret,missing,complete,missing,less_conv,inconv,slightly_prob,recommended
usual,missing,completed,3,convenient,convenient,problematic,missing
missing,improper,completed,more,missing,missing,nonprob,not_recom
pretentious,critical,missing,3,critical,convenient,nonprob,not_recom
pretentious,proper,incomplete,1,less_conv,convenient,missing,recommended
pretentious,less_proper,foster,1,critical,inconv,nonprob,priority
usual,proper,incomplete,3,critical,inconv,problematic,missing
great_pret,critical,completed,1,missing,missing,missing,not_recom
missing,less_proper,incomplete,1,critical,convenient,slightly_prob,not_recom
missing,very_crit,completed,1,convenient,inconv,slightly_prob,recommended
usual,missing,incomplete,more,missing,inconv,slightly_prob,not_recom
usual,improper,completed,1,convenient,convenient,missing,recommended
missing,very_crit,completed,missing,convenient,convenient,problematic,recommended
pretentious,critical,incomplete,more,less_conv,inconv,nonprob,priority
missing,missing,complete,2,convenient,convenient,missing,recommended
great_pret,less_proper,incomplete,missing,critical,inconv,slightly_prob,recommended
great_pret,improper,completed,more,less_conv,inconv,problematic,not_recom
usual,proper,foster,missing,missing,inconv,nonprob,priority
usual,very_crit,foster,missing,critical,convenient,nonprob,missing
pretentious,proper,missing,1,less_conv,convenient,problematic,priority
pretentious,missing,incomplete,2,missing,convenient,nonprob,priority
missing,very_crit,completed,missing,less_conv,convenient,problematic,missing
pretentious,critical,completed,3,less_conv,missing,problematic,recommended
usual,missing,missing,more,convenient,inconv,nonprob,recommended
pretentious,missing,complete,2,critical,inconv,problematic,not_recom
missing,proper,foster,2,less_conv,missing,nonprob,priority
pretentious,critical,complete,3,critical,missing,missing,not_recom
missing,less_proper,foster,more,convenient,missing,problematic,missing
missing,improper,missing,more,less_conv,convenient,problematic,priority
great_pret,proper,incomplete,missing,missing,inconv,missing,missing
great_pret,critical,foster,more,missing,convenient,slightly_prob,missing
pretentious,very_crit,incomplete,2,less_conv,missing,slightly_prob,missing
great_pret,proper,missing,more,critical,missing,slightly_prob,not_recom
usual,less_proper,complete,more,less_conv,inconv,missing,recommended
usual,improper,foster,missing,convenient,inconv,nonprob,not_recom
pretentious,very_crit,foster,1,missing,convenient,problematic,missing
great_pret,missing,missing,3,less_conv,inconv,problematic,priority
missing,missing,incomplete,3,convenient,missing,missing,recommended
pretentious,less_proper,foster,missing,critical,convenient,slightly_prob,recommended
great_pret,very_crit,foster,3,convenient,inconv,nonprob,priority
usual,missing,completed,missing,convenient,convenient,slightly_prob,recommended
great_pret,less_proper,missing,3,missing,inconv,nonprob,priority
usual,less_proper,foster,missing,less_conv,inconv,slightly_prob,priority
pretentious,critical,missing,2,critical,convenient,nonprob,missing
missing,missing,completed,1,convenient,inconv,nonprob,missing
usual,improper,complete,missing,less_conv,inconv,nonprob,priority
missing,proper,incomplete,missing,critical,inconv,missing,recommended
great_pret,less_proper,complete,3,less_conv,inconv,nonprob,missing
great_pret,missing,missing,3,less_conv,inconv,slightly_prob,not_recom
pretentious,improper,incomplete,more,missing,missing,slightly_prob,not_recom
great_pret,less_proper,missing,2,critical,inconv,slightly_prob,recommended
pretentious,proper,foster,2,less_conv,convenient,missing,missing
great_pret,proper,complete,1,less_conv,convenient,nonprob,priority
usual,less_proper,missing,1,convenient,convenient,missing,not_recom
usual,proper,missing,more,critical,convenient,slightly_prob,recommended
great_pret,critical,completed,missing,critical,convenient,problematic,priority
pretentious,very_crit,completed,3,critical,inconv,missing,recommended
pretentious,proper,completed,more,critical,inconv,problematic,priority
great_pret,improper,missing,3,critical,missing,nonprob,missing
great_pret,very_crit,complete,2,less_conv,missing,slightly_prob,recommended
usual,improper,missing,1,critical,inconv,problematic,not_recom
great_pret,very_crit,complete,2,missing,convenient,missing,recommended
pretentious,less_proper,completed,missing,missing,convenient,slightly_prob,missing
great_pret,less_proper,complete,missing,convenient,convenient,problematic,not_recom
pretentious,less_proper,missing,1,missing,inconv,problematic,missing
pretentious,proper,completed,3,convenient,inconv,problematic,missing
great_pret,missing,missing,2,less_conv,inconv,nonprob,recommended
missing,very_crit,incomplete,2,convenient,inconv,missing,priority
pretentious,proper,complete,1,critical,inconv,missing,priority
pretentious,very_crit,completed,2,less_conv,inconv,missing,missing
pretentious,critical,complete,missing,critical,missing,missing,priority
missing,critical,missing,more,convenient,convenient,nonprob,recommended
pretentious,less_proper,completed,3,less_conv,missing,problematic,missing
usual,very_crit,missing,1,critical,inconv,slightly_prob,not_recom
usual,less_proper,completed,3,critical,convenient,slightly_prob,not_recom
great_pret,less_proper,missing,missing,critical,convenient,missing,not_recom
