parents,has_nurs,form,children,housing,finance,social,health
great_pret,proper,foster,,less_conv,convenient,slightly_prob,not_recom
usual,less_proper,completed,1,less_conv,convenient,slightly_prob,recommended
pretentious,less_proper,incomplete,more,convenient,inconv,problematic,not_recom
great_pret,critical,foster,1,convenient,convenient,nonprob,priority
usual,less_proper,complete,3,less_conv,convenient,problematic,priority
great_pret,less_proper,,,critical,convenient,problematic,priority
great_pret,proper,foster,3,less_conv,convenient,slightly_prob,recommended
usual,improper,completed,more,convenient,inconv,nonprob,priority
pretentious,critical,,more,less_conv,convenient,problematic,not_recom
great_pret,proper,completed,more,less_conv,inconv,slightly_prob,priority
great_pret,,incomplete,1,less_conv,inconv,nonprob,recommended
usual,less_proper,incomplete,3,critical,inconv,problematic,not_recom
pretentious,improper,,2,less_conv,inconv,problematic,recommended
great_pret,critical,complete,2,critical,convenient,problematic,recommended
pretentious,less_proper,completed,,less_conv,convenient,slightly_prob,recommended
usual,less_proper,completed,more,convenient,convenient,problematic,not_recom
pretentious,critical,complete,1,convenient,inconv,nonprob,recommended
pretentious,very_crit,incomplete,2,less_conv,convenient,nonprob,recommended
usual,,complete,3,convenient,inconv,problematic,not_recom
great_pret,critical,complete,,less_conv,inconv,problematic,not_recom
great_pret,improper,incomplete,2,critical,convenient,nonprob,not_recom
great_pret,critical,incomplete,2,critical,convenient,nonprob,recommended
usual,critical,complete,more,critical,inconv,problematic,priority
pretentious,very_crit,complete,more,critical,inconv,problematic,not_recom
usual,proper,completed,more,critical,inconv,problematic,priority
pretentious,very_crit,completed,2,critical,convenient,nonprob,priority
great_pret,improper,foster,more,critical,convenient,problematic,recommended
usual,improper,foster,2,critical,inconv,problematic,recommended
usual,,incomplete,1,critical,convenient,nonprob,not_recom
great_pret,less_proper,,1,critical,convenient,nonprob,priority
great_pret,improper,foster,,critical,inconv,problematic,recommended
pretentious,very_crit,foster,1,critical,inconv,problematic,not_recom
pretentious,very_crit,incomplete,1,less_conv,convenient,slightly_prob,priority
pretentious,,incomplete,3,critical,inconv,problematic,recommended
great_pret,critical,foster,3,critical,convenient,nonprob,recommended
great_pret,,foster,1,less_conv,convenient,problematic,recommended
great_pret,,completed,1,critical,inconv,problematic,recommended
usual,very_crit,incomplete,3,convenient,inconv,slightly_prob,priority
pretentious,,foster,2,less_conv,inconv,nonprob,recommended
usual,,,,critical,convenient,problematic,recommended
usual,,incomplete,1,convenient,inconv,slightly_prob,priority
great_pret,proper,completed,more,convenient,convenient,problematic,recommended
great_pret,less_proper,incomplete,3,convenient,inconv,nonprob,recommended
great_pret,proper,,,convenient,convenient,problematic,not_recom
great_pret,very_crit,,3,less_conv,inconv,problematic,not_recom
great_pret,improper,complete,3,less_conv,inconv,slightly_prob,not_recom
pretentious,,,2,convenient,convenient,problematic,priority
great_pret,critical,complete,3,less_conv,inconv,slightly_prob,recommended
pretentious,less_proper,,,less_conv,inconv,problematic,recommended
great_pret,less_proper,completed,2,convenient,inconv,problematic,recommended
great_pret,improper,incomplete,more,critical,inconv,problematic,priority
great_pret,proper,completed,3,convenient,inconv,problematic,not_recom
great_pret,,foster,1,less_conv,inconv,problematic,recommended
great_pret,proper,incomplete,1,convenient,inconv,problematic,recommended
pretentious,proper,incomplete,1,less_conv,convenient,problematic,recommended
pretentious,improper,complete,,less_conv,inconv,slightly_prob,not_recom
pretentious,,foster,,critical,convenient,slightly_prob,recommended
great_pret,,foster,3,critical,convenient,problematic,priority
usual,very_crit,,1,critical,convenient,nonprob,not_recom
pretentious,less_proper,,,convenient,inconv,nonprob,not_recom
usual,very_crit,,more,convenient,inconv,problematic,recommended
pretentious,less_proper,incomplete,3,convenient,inconv,slightly_prob,recommended
pretentious,very_crit,foster,,convenient,convenient,problematic,priority
pretentious,less_proper,,2,less_conv,inconv,problematic,recommended
pretentious,critical,,more,less_conv,convenient,slightly_prob,recommended
pretentious,less_proper,incomplete,more,less_conv,convenient,slightly_prob,recommended
pretentious,,incomplete,3,less_conv,inconv,problematic,recommended
usual,critical,incomplete,,critical,inconv,nonprob,not_recom
usual,improper,,,critical,inconv,problematic,priority
great_pret,proper,complete,1,less_conv,convenient,slightly_prob,recommended
usual,,,3,convenient,convenient,problematic,recommended
pretentious,less_proper,complete,more,less_conv,convenient,slightly_prob,not_recom
great_pret,critical,completed,3,convenient,inconv,problematic,priority
pretentious,less_proper,,more,critical,inconv,slightly_prob,recommended
usual,very_crit,incomplete,3,less_conv,inconv,problematic,not_recom
great_pret,proper,completed,3,less_conv,convenient,slightly_prob,recommended
pretentious,,complete,1,less_conv,inconv,problematic,recommended
pretentious,improper,completed,1,critical,convenient,problematic,priority
usual,improper,incomplete,2,critical,convenient,problematic,not_recom
great_pret,proper,,2,critical,inconv,problematic,recommended
pretentious,improper,incomplete,more,critical,inconv,problematic,recommended
usual,,completed,3,less_conv,inconv,slightly_prob,recommended
great_pret,,foster,,critical,inconv,problematic,not_recom
usual,less_proper,,3,convenient,inconv,problematic,priority
pretentious,proper,completed,more,less_conv,inconv,nonprob,recommended
usual,proper,completed,1,less_conv,convenient,problematic,recommended
pretentious,improper,completed,1,convenient,inconv,nonprob,not_recom
pretentious,less_proper,foster,3,critical,convenient,nonprob,priority
usual,less_proper,foster,2,critical,convenient,slightly_prob,recommended
usual,critical,completed,2,less_conv,convenient,nonprob,recommended
pretentious,very_crit,complete,1,less_conv,convenient,slightly_prob,priority
pretentious,very_crit,,1,convenient,inconv,problematic,not_recom
pretentious,proper,completed,1,less_conv,inconv,problematic,recommended
great_pret,less_proper,complete,more,critical,convenient,problematic,recommended
great_pret,very_crit,incomplete,,critical,convenient,problematic,priority
usual,proper,foster,2,critical,inconv,slightly_prob,not_recom
usual,proper,foster,3,critical,inconv,problematic,not_recom
pretentious,improper,incomplete,1,less_conv,inconv,slightly_prob,recommended
great_pret,critical,foster,more,less_conv,inconv,problematic,recommended
pretentious,very_crit,completed,3,critical,convenient,nonprob,not_recom
usual,proper,incomplete,,convenient,convenient,problematic,not_recom
great_pret,very_crit,foster,more,critical,inconv,problematic,priority
usual,,incomplete,2,critical,inconv,problematic,not_recom
usual,proper,complete,3,convenient,convenient,problematic,priority
great_pret,proper,,2,convenient,inconv,problematic,not_recom
pretentious,,foster,,convenient,inconv,nonprob,recommended
pretentious,very_crit,incomplete,more,convenient,inconv,slightly_prob,recommended
pretentious,critical,complete,2,critical,convenient,problematic,not_recom
pretentious,,foster,more,critical,convenient,slightly_prob,priority
usual,critical,incomplete,3,critical,convenient,problematic,recommended
usual,critical,foster,3,convenient,inconv,slightly_prob,not_recom
usual,critical,completed,1,less_conv,convenient,nonprob,priority
usual,,completed,3,less_conv,inconv,nonprob,not_recom
usual,improper,complete,1,less_conv,convenient,problematic,not_recom
usual,proper,foster,more,less_conv,convenient,problematic,priority
great_pret,critical,complete,2,critical,inconv,problematic,recommended
pretentious,proper,foster,,critical,inconv,nonprob,recommended
usual,less_proper,incomplete,2,less_conv,convenient,nonprob,recommended
usual,less_proper,complete,2,critical,inconv,problematic,not_recom
great_pret,less_proper,foster,2,convenient,convenient,slightly_prob,not_recom
usual,improper,completed,more,critical,inconv,slightly_prob,recommended
usual,,,1,less_conv,inconv,slightly_prob,recommended
pretentious,critical,complete,more,convenient,convenient,slightly_prob,recommended
usual,improper,,3,critical,inconv,nonprob,priority
great_pret,,foster,1,less_conv,inconv,slightly_prob,recommended
usual,proper,foster,3,less_conv,convenient,slightly_prob,not_recom
pretentious,,complete,more,less_conv,inconv,problematic,not_recom
great_pret,improper,complete,more,critical,inconv,problematic,priority
pretentious,,foster,more,convenient,inconv,problematic,recommended
pretentious,,complete,2,convenient,inconv,slightly_prob,recommended
pretentious,,,2,less_conv,inconv,nonprob,not_recom
pretentious,,,1,critical,inconv,problematic,not_recom
usual,proper,incomplete,3,less_conv,convenient,nonprob,recommended
pretentious,less_proper,complete,3,convenient,convenient,problematic,priority
pretentious,critical,complete,,critical,convenient,slightly_prob,recommended
usual,improper,,more,critical,convenient,nonprob,not_recom
great_pret,,complete,3,critical,inconv,nonprob,not_recom
pretentious,improper,,more,critical,convenient,slightly_prob,not_recom
great_pret,proper,incomplete,more,critical,inconv,nonprob,not_recom
pretentious,less_proper,completed,2,less_conv,inconv,nonprob,not_recom
great_pret,,incomplete,1,critical,inconv,slightly_prob,not_recom
pretentious,critical,incomplete,more,less_conv,convenient,problematic,recommended
usual,,foster,2,convenient,convenient,problematic,not_recom
pretentious,very_crit,complete,3,critical,inconv,problematic,recommended
pretentious,critical,complete,,less_conv,inconv,slightly_prob,recommended
pretentious,critical,complete,1,less_conv,convenient,problematic,recommended
great_pret,,foster,1,less_conv,convenient,nonprob,priority
pretentious,very_crit,complete,1,critical,convenient,slightly_prob,not_recom
great_pret,critical,complete,,less_conv,inconv,problematic,recommended
usual,less_proper,,2,less_conv,inconv,problematic,priority
great_pret,,completed,1,less_conv,inconv,problematic,recommended
great_pret,critical,foster,2,convenient,convenient,problematic,recommended
great_pret,,completed,1,critical,inconv,slightly_prob,recommended
pretentious,less_proper,complete,1,less_conv,inconv,problematic,priority
great_pret,critical,,,convenient,inconv,problematic,recommended
pretentious,improper,incomplete,2,less_conv,convenient,slightly_prob,priority
great_pret,critical,foster,,critical,convenient,slightly_prob,not_recom
usual,very_crit,incomplete,more,critical,convenient,slightly_prob,not_recom
great_pret,,complete,1,less_conv,convenient,problematic,priority
usual,proper,incomplete,more,less_conv,inconv,problematic,priority
great_pret,critical,completed,2,convenient,convenient,slightly_prob,not_recom
great_pret,less_proper,completed,3,less_conv,convenient,slightly_prob,priority
usual,very_crit,foster,,less_conv,inconv,problematic,priority
usual,,,3,critical,convenient,problematic,recommended
usual,very_crit,foster,2,critical,convenient,problematic,not_recom
usual,,incomplete,1,less_conv,inconv,problematic,recommended
pretentious,less_proper,complete,,less_conv,convenient,nonprob,priority
pretentious,less_proper,complete,more,less_conv,inconv,problematic,priority
pretentious,less_proper,completed,,convenient,inconv,slightly_prob,not_recom
pretentious,very_crit,completed,3,critical,inconv,slightly_prob,not_recom
pretentious,critical,,1,less_conv,inconv,problematic,priority
pretentious,proper,complete,2,critical,convenient,problematic,priority
pretentious,proper,,2,less_conv,convenient,problematic,recommended
pretentious,improper,incomplete,more,convenient,convenient,nonprob,priority
pretentious,very_crit,complete,2,critical,convenient,slightly_prob,not_recom
great_pret,critical,,1,less_conv,convenient,nonprob,recommended
great_pret,less_proper,completed,3,convenient,convenient,problematic,recommended
usual,,incomplete,more,convenient,convenient,problematic,not_recom
pretentious,very_crit,complete,,less_conv,inconv,slightly_prob,not_recom
great_pret,,completed,1,less_conv,inconv,slightly_prob,recommended
great_pret,,completed,more,less_conv,inconv,nonprob,not_recom
great_pret,less_proper,incomplete,3,convenient,inconv,problematic,priority
usual,,incomplete,3,less_conv,inconv,slightly_prob,not_recom
pretentious,critical,,1,less_conv,inconv,nonprob,not_recom
great_pret,proper,complete,,convenient,inconv,problematic,recommended
pretentious,very_crit,foster,1,convenient,inconv,problematic,priority
pretentious,improper,incomplete,2,convenient,convenient,slightly_prob,recommended
great_pret,very_crit,foster,3,less_conv,inconv,problematic,priority
pretentious,proper,incomplete,3,critical,inconv,nonprob,not_recom
pretentious,,complete,more,less_conv,inconv,problematic,recommended
great_pret,very_crit,completed,1,less_conv,inconv,nonprob,priority
pretentious,less_proper,incomplete,,convenient,convenient,slightly_prob,recommended
great_pret,less_proper,incomplete,more,convenient,convenient,slightly_prob,recommended
pretentious,,incomplete,,less_conv,inconv,nonprob,recommended
pretentious,improper,incomplete,2,less_conv,inconv,problematic,recommended
usual,proper,incomplete,2,critical,inconv,slightly_prob,priority
usual,improper,incomplete,1,less_conv,convenient,slightly_prob,priority
pretentious,critical,foster,,convenient,inconv,slightly_prob,recommended
great_pret,very_crit,foster,2,less_conv,inconv,slightly_prob,not_recom
pretentious,,completed,2,critical,inconv,problematic,not_recom
pretentious,less_proper,complete,3,convenient,inconv,nonprob,priority
pretentious,less_proper,,1,less_conv,convenient,nonprob,not_recom
great_pret,,completed,2,less_conv,convenient,slightly_prob,recommended
great_pret,,,1,convenient,convenient,problematic,recommended
pretentious,very_crit,,1,less_conv,inconv,problematic,priority
great_pret,proper,foster,1,less_conv,inconv,slightly_prob,not_recom
pretentious,proper,incomplete,2,critical,convenient,problematic,priority
usual,improper,foster,3,critical,convenient,problematic,not_recom
pretentious,,incomplete,,critical,convenient,nonprob,not_recom
usual,very_crit,foster,1,critical,convenient,problematic,priority
pretentious,improper,incomplete,,less_conv,inconv,nonprob,priority
great_pret,less_proper,complete,3,less_conv,inconv,slightly_prob,priority
pretentious,critical,incomplete,1,less_conv,inconv,problematic,priority
usual,critical,complete,,critical,convenient,slightly_prob,priority
pretentious,very_crit,foster,more,convenient,convenient,slightly_prob,not_recom
pretentious,improper,complete,2,convenient,inconv,problematic,recommended
great_pret,very_crit,complete,3,critical,convenient,slightly_prob,priority
great_pret,proper,foster,1,critical,inconv,problematic,priority
usual,,foster,2,critical,inconv,problematic,recommended
usual,,foster,2,critical,inconv,problematic,not_recom
great_pret,proper,,more,less_conv,inconv,problematic,not_recom
great_pret,less_proper,foster,more,convenient,inconv,nonprob,not_recom
great_pret,very_crit,foster,,less_conv,inconv,slightly_prob,recommended
usual,,completed,,convenient,inconv,slightly_prob,priority
great_pret,critical,completed,1,convenient,inconv,slightly_prob,recommended
great_pret,critical,incomplete,1,less_conv,convenient,nonprob,priority
pretentious,improper,incomplete,2,less_conv,convenient,problematic,priority
great_pret,less_proper,foster,2,less_conv,convenient,problematic,priority
pretentious,,complete,3,less_conv,convenient,nonprob,recommended
usual,,completed,more,critical,inconv,nonprob,not_recom
great_pret,,incomplete,more,convenient,inconv,slightly_prob,not_recom
great_pret,critical,,,less_conv,inconv,slightly_prob,recommended
pretentious,proper,,,less_conv,inconv,nonprob,recommended
great_pret,critical,incomplete,1,less_conv,convenient,problematic,recommended
pretentious,critical,foster,2,convenient,inconv,problematic,priority
pretentious,very_crit,incomplete,1,less_conv,convenient,slightly_prob,recommended
great_pret,proper,complete,3,critical,inconv,problematic,not_recom
usual,critical,,1,critical,inconv,nonprob,recommended
usual,critical,completed,2,less_conv,convenient,nonprob,recommended
pretentious,proper,,,critical,inconv,nonprob,recommended
great_pret,less_proper,incomplete,1,critical,inconv,problematic,not_recom
usual,improper,foster,,convenient,inconv,slightly_prob,recommended
usual,improper,incomplete,3,convenient,inconv,nonprob,priority
pretentious,critical,completed,more,less_conv,inconv,nonprob,priority
usual,improper,completed,2,critical,convenient,nonprob,recommended
pretentious,critical,,2,convenient,inconv,nonprob,priority
usual,,,1,less_conv,inconv,problematic,recommended
great_pret,proper,foster,3,convenient,convenient,problematic,not_recom
pretentious,improper,complete,,convenient,convenient,problematic,priority
great_pret,,completed,2,convenient,inconv,nonprob,priority
pretentious,proper,complete,2,less_conv,inconv,nonprob,recommended
great_pret,,complete,2,convenient,convenient,slightly_prob,not_recom
pretentious,critical,,2,convenient,convenient,problematic,priority
pretentious,improper,,,critical,inconv,problematic,recommended
great_pret,proper,foster,1,less_conv,convenient,slightly_prob,priority
great_pret,critical,complete,2,convenient,convenient,problematic,priority
great_pret,critical,completed,2,critical,convenient,problematic,recommended
great_pret,improper,,more,less_conv,inconv,slightly_prob,not_recom
usual,less_proper,completed,1,convenient,convenient,problematic,priority
great_pret,proper,foster,more,convenient,inconv,problematic,recommended
pretentious,,foster,1,less_conv,inconv,problematic,not_recom
pretentious,less_proper,completed,more,convenient,inconv,nonprob,recommended
great_pret,proper,complete,,critical,inconv,problematic,recommended
pretentious,improper,foster,2,less_conv,convenient,nonprob,recommended
usual,,completed,more,critical,convenient,problematic,recommended
usual,critical,incomplete,2,convenient,convenient,slightly_prob,not_recom
great_pret,improper,complete,1,critical,convenient,problematic,not_recom
great_pret,proper,complete,3,convenient,inconv,problematic,not_recom
great_pret,,complete,,critical,convenient,problematic,recommended
usual,proper,,2,less_conv,inconv,problematic,not_recom
usual,,incomplete,3,critical,inconv,slightly_prob,recommended
great_pret,less_proper,completed,more,convenient,convenient,problematic,priority
pretentious,very_crit,completed,3,critical,inconv,nonprob,not_recom
pretentious,less_proper,,,convenient,convenient,nonprob,recommended
great_pret,proper,complete,1,convenient,convenient,nonprob,recommended
usual,very_crit,foster,2,critical,inconv,nonprob,priority
great_pret,less_proper,completed,2,critical,inconv,nonprob,priority
usual,less_proper,completed,,convenient,inconv,problematic,recommended
great_pret,less_proper,incomplete,1,less_conv,convenient,slightly_prob,recommended
usual,critical,completed,3,less_conv,inconv,problematic,recommended
pretentious,very_crit,complete,1,less_conv,convenient,slightly_prob,not_recom
great_pret,less_proper,incomplete,more,critical,convenient,problematic,not_recom
usual,improper,completed,1,less_conv,inconv,slightly_prob,priority
great_pret,,incomplete,3,less_conv,convenient,problematic,recommended
great_pret,less_proper,foster,2,critical,inconv,slightly_prob,not_recom
pretentious,improper,,1,convenient,inconv,problematic,recommended
pretentious,improper,incomplete,1,convenient,inconv,nonprob,priority
usual,less_proper,,2,critical,inconv,nonprob,recommended
pretentious,very_crit,complete,more,convenient,inconv,nonprob,recommended
usual,improper,foster,1,critical,convenient,problematic,priority
great_pret,proper,,3,convenient,inconv,nonprob,priority
great_pret,,foster,1,critical,convenient,slightly_prob,not_recom
great_pret,very_crit,complete,more,critical,inconv,problematic,priority
usual,improper,incomplete,,less_conv,convenient,problematic,not_recom
great_pret,improper,foster,1,convenient,inconv,problematic,priority
usual,less_proper,completed,2,critical,inconv,problematic,recommended
great_pret,very_crit,incomplete,more,critical,convenient,problematic,priority
usual,less_proper,,1,less_conv,convenient,problematic,priority
great_pret,improper,completed,more,convenient,convenient,slightly_prob,not_recom
pretentious,,,3,convenient,convenient,slightly_prob,recommended
great_pret,critical,foster,1,convenient,convenient,nonprob,not_recom
great_pret,proper,incomplete,more,critical,convenient,nonprob,priority
great_pret,improper,complete,1,critical,convenient,nonprob,recommended
pretentious,very_crit,,2,critical,convenient,slightly_prob,not_recom
great_pret,less_proper,,3,less_conv,convenient,slightly_prob,recommended
great_pret,,completed,1,less_conv,inconv,slightly_prob,not_recom
usual,very_crit,completed,1,less_conv,convenient,nonprob,recommended
usual,critical,,1,less_conv,inconv,problematic,priority
pretentious,critical,incomplete,more,less_conv,convenient,slightly_prob,recommended
great_pret,very_crit,complete,more,convenient,inconv,problematic,priority
great_pret,less_proper,incomplete,1,convenient,inconv,problematic,priority
pretentious,very_crit,completed,,critical,convenient,nonprob,recommended
great_pret,improper,complete,1,less_conv,inconv,problematic,priority
pretentious,improper,complete,more,critical,inconv,slightly_prob,not_recom
usual,improper,complete,more,less_conv,convenient,slightly_prob,not_recom
pretentious,very_crit,complete,1,less_conv,inconv,problematic,not_recom
pretentious,critical,foster,1,critical,inconv,problematic,priority
pretentious,less_proper,,1,convenient,inconv,slightly_prob,recommended
usual,,incomplete,3,critical,convenient,problematic,priority
pretentious,less_proper,incomplete,3,convenient,convenient,problematic,recommended
usual,improper,,more,convenient,convenient,problematic,recommended
pretentious,,foster,more,critical,convenient,nonprob,priority
great_pret,less_proper,,more,less_conv,inconv,problematic,recommended
pretentious,proper,incomplete,3,convenient,convenient,slightly_prob,recommended
pretentious,improper,completed,,critical,inconv,slightly_prob,priority
pretentious,critical,completed,more,critical,convenient,problematic,not_recom
great_pret,critical,foster,1,critical,inconv,slightly_prob,not_recom
pretentious,,complete,,convenient,convenient,nonprob,recommended
pretentious,improper,incomplete,,convenient,inconv,problematic,recommended
great_pret,critical,foster,3,convenient,convenient,slightly_prob,recommended
great_pret,improper,,1,critical,convenient,problematic,not_recom
usual,improper,incomplete,2,convenient,inconv,problematic,not_recom
great_pret,improper,foster,more,convenient,convenient,problematic,not_recom
pretentious,less_proper,incomplete,1,critical,inconv,problematic,not_recom
great_pret,very_crit,complete,more,critical,convenient,problematic,priority
great_pret,critical,incomplete,1,less_conv,inconv,slightly_prob,recommended
great_pret,critical,,more,critical,convenient,problematic,not_recom
great_pret,very_crit,foster,3,less_conv,convenient,nonprob,recommended
pretentious,less_proper,incomplete,,convenient,convenient,nonprob,recommended
usual,very_crit,,3,convenient,convenient,problematic,not_recom
usual,,incomplete,1,critical,convenient,problematic,not_recom
usual,very_crit,foster,more,critical,convenient,nonprob,not_recom
usual,very_crit,complete,1,less_conv,convenient,slightly_prob,priority
great_pret,proper,incomplete,more,critical,inconv,slightly_prob,not_recom
great_pret,very_crit,incomplete,1,convenient,convenient,slightly_prob,priority
great_pret,improper,foster,1,convenient,convenient,problematic,recommended
pretentious,less_proper,completed,1,less_conv,convenient,slightly_prob,not_recom
great_pret,less_proper,foster,,critical,convenient,problematic,not_recom
usual,very_crit,incomplete,3,critical,convenient,problematic,priority
pretentious,less_proper,incomplete,1,less_conv,inconv,problematic,recommended
great_pret,,incomplete,2,convenient,convenient,slightly_prob,recommended
great_pret,critical,incomplete,1,critical,convenient,problematic,not_recom
great_pret,proper,incomplete,1,less_conv,convenient,problematic,priority
great_pret,proper,foster,more,critical,convenient,problematic,recommended
pretentious,improper,incomplete,more,convenient,convenient,nonprob,priority
pretentious,very_crit,,1,less_conv,convenient,problematic,recommended
great_pret,improper,complete,,less_conv,inconv,nonprob,not_recom
usual,very_crit,foster,2,convenient,inconv,problematic,not_recom
pretentious,,,2,convenient,inconv,slightly_prob,priority
pretentious,very_crit,complete,1,convenient,inconv,slightly_prob,priority
pretentious,improper,incomplete,more,less_conv,convenient,problematic,recommended
pretentious,very_crit,foster,,critical,convenient,nonprob,not_recom
great_pret,proper,completed,,less_conv,inconv,nonprob,recommended
usual,improper,complete,1,convenient,inconv,slightly_prob,recommended
great_pret,very_crit,foster,,critical,inconv,slightly_prob,not_recom
pretentious,,complete,more,less_conv,convenient,slightly_prob,not_recom
usual,less_proper,,2,critical,convenient,nonprob,priority
pretentious,,incomplete,2,convenient,inconv,nonprob,recommended
usual,proper,,3,less_conv,inconv,problematic,priority
great_pret,improper,foster,1,critical,convenient,nonprob,priority
usual,critical,complete,1,less_conv,inconv,nonprob,recommended
pretentious,proper,completed,,convenient,inconv,slightly_prob,priority
pretentious,very_crit,complete,1,critical,inconv,nonprob,not_recom
pretentious,improper,complete,1,critical,inconv,nonprob,not_recom
pretentious,,complete,more,convenient,convenient,slightly_prob,priority
pretentious,improper,complete,3,less_conv,convenient,slightly_prob,recommended
usual,less_proper,complete,2,less_conv,inconv,problematic,priority
great_pret,less_proper,complete,2,less_conv,inconv,slightly_prob,recommended
pretentious,proper,complete,,critical,convenient,slightly_prob,not_recom
pretentious,improper,,3,less_conv,convenient,problematic,recommended
pretentious,very_crit,incomplete,1,critical,convenient,slightly_prob,priority
usual,,foster,,critical,convenient,problematic,priority
pretentious,proper,foster,3,less_conv,inconv,problematic,not_recom
pretentious,,complete,,critical,inconv,slightly_prob,recommended
pretentious,less_proper,complete,3,less_conv,inconv,problematic,recommended
great_pret,proper,complete,more,critical,convenient,nonprob,recommended
great_pret,improper,completed,,critical,inconv,nonprob,priority
usual,improper,,3,convenient,inconv,problematic,not_recom
great_pret,less_proper,,2,less_conv,inconv,slightly_prob,recommended
pretentious,very_crit,completed,2,critical,convenient,slightly_prob,not_recom
great_pret,,completed,2,less_conv,inconv,problematic,priority
pretentious,,,more,critical,convenient,problematic,priority
pretentious,very_crit,foster,2,convenient,convenient,slightly_prob,not_recom
usual,,,,convenient,inconv,slightly_prob,priority
pretentious,less_proper,incomplete,2,less_conv,inconv,problematic,not_recom
pretentious,,incomplete,more,convenient,inconv,nonprob,priority
pretentious,less_proper,foster,1,less_conv,convenient,slightly_prob,priority
pretentious,very_crit,incomplete,3,less_conv,convenient,nonprob,priority
pretentious,less_proper,complete,more,less_conv,inconv,nonprob,recommended
great_pret,improper,completed,,convenient,convenient,problematic,priority
pretentious,proper,complete,,convenient,inconv,nonprob,recommended
pretentious,very_crit,incomplete,2,convenient,inconv,problematic,recommended
pretentious,,foster,3,convenient,convenient,problematic,recommended
great_pret,improper,incomplete,1,less_conv,convenient,slightly_prob,recommended
usual,less_proper,incomplete,1,less_conv,inconv,problematic,priority
pretentious,critical,foster,3,less_conv,convenient,slightly_prob,not_recom
great_pret,proper,foster,2,convenient,inconv,nonprob,not_recom
usual,,complete,1,convenient,inconv,problematic,priority
great_pret,improper,completed,more,less_conv,inconv,nonprob,priority
pretentious,,incomplete,more,critical,inconv,slightly_prob,priority
great_pret,proper,incomplete,,less_conv,convenient,problematic,priority
great_pret,very_crit,completed,3,critical,convenient,problematic,recommended
usual,,foster,3,critical,convenient,slightly_prob,priority
pretentious,improper,,3,less_conv,convenient,nonprob,priority
great_pret,proper,completed,more,less_conv,inconv,nonprob,priority
pretentious,less_proper,,3,critical,inconv,nonprob,not_recom
pretentious,less_proper,,,critical,convenient,slightly_prob,priority
pretentious,less_proper,foster,3,convenient,inconv,problematic,priority
great_pret,,foster,2,less_conv,convenient,nonprob,recommended
pretentious,critical,foster,more,convenient,convenient,nonprob,recommended
pretentious,very_crit,,1,convenient,inconv,nonprob,not_recom
great_pret,less_proper,foster,2,critical,inconv,problematic,not_recom
great_pret,critical,completed,3,less_conv,inconv,nonprob,priority
usual,very_crit,foster,2,critical,convenient,problematic,recommended
pretentious,proper,foster,more,convenient,convenient,problematic,priority
great_pret,critical,completed,3,critical,convenient,problematic,not_recom
great_pret,less_proper,completed,,convenient,inconv,problematic,recommended
pretentious,improper,complete,2,less_conv,inconv,nonprob,priority
pretentious,very_crit,completed,,critical,inconv,slightly_prob,not_recom
great_pret,critical,incomplete,3,less_conv,inconv,problematic,recommended
great_pret,very_crit,incomplete,more,convenient,inconv,problematic,not_recom
great_pret,improper,,1,convenient,convenient,slightly_prob,recommended
pretentious,less_proper,foster,,critical,convenient,slightly_prob,priority
pretentious,critical,,1,critical,inconv,nonprob,recommended
usual,very_crit,,3,critical,inconv,problematic,not_recom
usual,proper,complete,more,less_conv,inconv,slightly_prob,recommended
great_pret,very_crit,,1,less_conv,inconv,problematic,priority
usual,less_proper,complete,more,less_conv,inconv,nonprob,recommended
pretentious,improper,complete,,convenient,convenient,nonprob,priority
usual,improper,,2,less_conv,inconv,problematic,recommended
great_pret,less_proper,complete,2,convenient,inconv,nonprob,recommended
pretentious,critical,incomplete,2,convenient,convenient,nonprob,recommended
great_pret,,,2,critical,convenient,problematic,priority
usual,improper,foster,3,critical,inconv,nonprob,priority
pretentious,less_proper,complete,2,less_conv,inconv,problematic,recommended
pretentious,proper,complete,1,less_conv,convenient,nonprob,recommended
great_pret,improper,incomplete,2,less_conv,convenient,problematic,priority
usual,,incomplete,2,less_conv,inconv,nonprob,priority
great_pret,very_crit,completed,more,less_conv,inconv,problematic,recommended
great_pret,improper,completed,3,less_conv,inconv,slightly_prob,priority
usual,critical,incomplete,more,less_conv,inconv,nonprob,recommended
pretentious,improper,complete,2,critical,inconv,slightly_prob,recommended
great_pret,critical,complete,2,less_conv,convenient,nonprob,priority
great_pret,less_proper,complete,3,less_conv,convenient,nonprob,priority
pretentious,improper,incomplete,,convenient,convenient,problematic,recommended
pretentious,proper,incomplete,1,less_conv,inconv,nonprob,recommended
great_pret,improper,incomplete,more,critical,inconv,slightly_prob,not_recom
great_pret,less_proper,,1,less_conv,inconv,nonprob,recommended
great_pret,,complete,more,critical,inconv,problematic,priority
great_pret,critical,complete,2,less_conv,convenient,problematic,not_recom
pretentious,critical,complete,,less_conv,inconv,problematic,priority
great_pret,proper,foster,more,less_conv,inconv,slightly_prob,priority
great_pret,less_proper,,,critical,inconv,problematic,recommended
usual,proper,,,less_conv,inconv,problematic,recommended
usual,very_crit,foster,3,less_conv,convenient,problematic,priority
pretentious,critical,,,less_conv,inconv,nonprob,not_recom
great_pret,very_crit,completed,2,convenient,convenient,slightly_prob,priority
