parents,has_nurs,form,children,housing,finance,social,health
great_pret,less_proper,incomplete,2,convenient,convenient,nonprob,not_recom
great_pret,less_proper,foster,,convenient,,,
pretentious,proper,,,critical,convenient,slightly_prob,not_recom
great_pret,,complete,1,,convenient,nonprob,
,improper,foster,2,critical,,,priority
usual,improper,foster,,,convenient,problematic,priority
usual,improper,complete,,less_conv,convenient,,recommended
pretentious,,complete,,critical,inconv,,priority
usual,less_proper,completed,2,convenient,inconv,problematic,not_recom
usual,improper,foster,2,convenient,convenient,,recommended
,less_proper,complete,,critical,inconv,nonprob,recommended
usual,,foster,2,convenient,inconv,slightly_prob,not_recom
,proper,completed,2,critical,convenient,problematic,recommended
pretentious,very_crit,,3,critical,inconv,problematic,priority
pretentious,less_proper,,3,critical,convenient,problematic,not_recom
great_pret,very_crit,completed,,less_conv,convenient,slightly_prob,recommended
pretentious,,completed,2,less_conv,convenient,slightly_prob,recommended
pretentious,critical,complete,2,convenient,convenient,,priority
pretentious,,foster,,critical,inconv,slightly_prob,recommended
pretentious,less_proper,completed,more,less_conv,,problematic,not_recom
great_pret,less_proper,incomplete,1,critical,,problematic,recommended
pretentious,critical,complete,,less_conv,,nonprob,priority
usual,improper,complete,1,convenient,,nonprob,recommended
great_pret,proper,complete,,less_conv,convenient,problematic,priority
great_pret,critical,complete,more,less_conv,inconv,problematic,priority
usual,,foster,2,less_conv,convenient,problematic,
usual,,incomplete,more,critical,,problematic,recommended
,improper,completed,3,,convenient,problematic,not_recom
pretentious,very_crit,completed,more,less_conv,,problematic,recommended
,proper,incomplete,more,critical,,slightly_prob,
great_pret,improper,complete,more,critical,inconv,nonprob,
great_pret,less_proper,completed,3,critical,convenient,problematic,recommended
pretentious,improper,completed,1,convenient,inconv,slightly_prob,priority
,proper,incomplete,more,convenient,convenient,slightly_prob,not_recom
,very_crit,incomplete,1,convenient,convenient,,not_recom
pretentious,critical,,3,critical,,problematic,priority
usual,very_crit,complete,more,critical,,,not_recom
,less_proper,,1,convenient,inconv,slightly_prob,priority
usual,critical,,3,less_conv,inconv,,priority
usual,less_proper,completed,more,less_conv,convenient,nonprob,priority
great_pret,proper,foster,3,less_conv,convenient,slightly_prob,recommended
usual,less_proper,completed,3,critical,convenient,,recommended
usual,proper,foster,2,critical,convenient,nonprob,recommended
,,complete,1,,inconv,nonprob,not_recom
,improper,,2,less_conv,inconv,problematic,priority
usual,critical,incomplete,2,less_conv,inconv,problematic,priority
pretentious,,complete,1,less_conv,convenient,problematic,not_recom
great_pret,,completed,3,critical,inconv,slightly_prob,not_recom
great_pret,very_crit,,more,convenient,inconv,nonprob,
great_pret,critical,incomplete,2,convenient,inconv,,priority
great_pret,,complete,3,critical,,problematic,priority
great_pret,,,3,convenient,,problematic,recommended
,improper,completed,3,critical,,slightly_prob,
,critical,,,convenient,convenient,,priority
,,incomplete,,,convenient,slightly_prob,not_recom
pretentious,critical,complete,,critical,convenient,nonprob,
great_pret,,foster,more,less_conv,convenient,,recommended
usual,proper,complete,3,less_conv,inconv,,not_recom
,critical,completed,2,,convenient,nonprob,not_recom
pretentious,less_proper,complete,more,less_conv,inconv,nonprob,recommended
usual,critical,foster,3,critical,inconv,nonprob,not_recom
usual,proper,complete,,convenient,inconv,slightly_prob,
great_pret,critical,incomplete,more,convenient,,,not_recom
pretentious,improper,foster,,convenient,,slightly_prob,priority
great_pret,critical,incomplete,more,convenient,,problematic,recommended
usual,proper,foster,1,critical,convenient,problematic,priority
great_pret,proper,complete,,,inconv,nonprob,not_recom
,proper,completed,1,less_conv,convenient,problematic,not_recom
usual,proper,foster,3,,convenient,,recommended
usual,very_crit,completed,,critical,,,
pretentious,improper,,1,less_conv,inconv,problematic,priority
,improper,,1,,convenient,nonprob,
great_pret,improper,complete,3,convenient,convenient,,recommended
usual,critical,incomplete,,,convenient,nonprob,not_recom
,,completed,2,convenient,,slightly_prob,not_recom
,improper,complete,3,convenient,,,recommended
great_pret,improper,,more,less_conv,,problematic,not_recom
usual,less_proper,completed,more,convenient,convenient,problematic,priority
pretentious,less_proper,completed,2,less_conv,inconv,slightly_prob,priority
usual,critical,complete,more,critical,,nonprob,recommended
,,complete,,less_conv,inconv,nonprob,
,less_proper,incomplete,3,critical,convenient,nonprob,not_recom
great_pret,,foster,1,less_conv,,problematic,
great_pret,critical,completed,1,less_conv,inconv,nonprob,not_recom
great_pret,improper,complete,1,critical,convenient,problematic,not_recom
,improper,complete,1,convenient,inconv,problematic,priority
great_pret,,foster,1,less_conv,convenient,problematic,recommended
pretentious,critical,foster,2,convenient,inconv,nonprob,not_recom
great_pret,proper,foster,3,convenient,convenient,problematic,priority
pretentious,,complete,more,critical,inconv,problematic,priority
pretentious,critical,incomplete,1,less_conv,inconv,slightly_prob,not_recom
usual,critical,complete,,less_conv,inconv,,
pretentious,very_crit,foster,3,convenient,convenient,nonprob,priority
great_pret,very_crit,,2,less_conv,convenient,nonprob,recommended
great_pret,less_proper,completed,1,convenient,,nonprob,priority
pretentious,improper,foster,,less_conv,,,not_recom
usual,less_proper,,3,less_conv,convenient,nonprob,not_recom
great_pret,proper,foster,,less_conv,convenient,,not_recom
usual,less_proper,completed,1,,convenient,slightly_prob,
pretentious,less_proper,incomplete,more,convenient,,problematic,not_recom
,critical,foster,1,convenient,convenient,nonprob,priority
usual,less_proper,complete,3,less_conv,convenient,,priority
great_pret,less_proper,,,critical,convenient,,priority
great_pret,proper,foster,3,,convenient,slightly_prob,
usual,improper,completed,more,convenient,inconv,nonprob,priority
pretentious,critical,,more,less_conv,convenient,,not_recom
great_pret,proper,completed,more,less_conv,inconv,slightly_prob,priority
great_pret,,incomplete,1,less_conv,,nonprob,
usual,less_proper,incomplete,3,,inconv,problematic,not_recom
,improper,,2,less_conv,inconv,problematic,recommended
great_pret,critical,complete,2,,,,recommended
pretentious,less_proper,completed,,less_conv,convenient,slightly_prob,recommended
usual,less_proper,completed,more,convenient,convenient,,not_recom
,critical,complete,1,convenient,inconv,nonprob,recommended
pretentious,very_crit,incomplete,2,less_conv,convenient,nonprob,recommended
usual,,complete,3,convenient,inconv,problematic,not_recom
great_pret,critical,complete,,less_conv,inconv,,not_recom
great_pret,improper,incomplete,2,critical,convenient,nonprob,not_recom
great_pret,critical,incomplete,2,critical,,nonprob,recommended
usual,critical,complete,more,critical,inconv,,priority
pretentious,very_crit,complete,more,critical,inconv,problematic,not_recom
,proper,completed,more,critical,,problematic,priority
,very_crit,completed,2,critical,convenient,nonprob,priority
great_pret,improper,foster,more,,convenient,problematic,recommended
usual,improper,foster,2,critical,inconv,,recommended
usual,,incomplete,1,critical,convenient,nonprob,not_recom
,less_proper,,1,critical,convenient,nonprob,priority
great_pret,improper,foster,,,,,
pretentious,very_crit,foster,1,,inconv,,not_recom
,very_crit,incomplete,1,less_conv,convenient,slightly_prob,priority
pretentious,,incomplete,3,critical,inconv,,recommended
great_pret,critical,foster,3,critical,convenient,nonprob,recommended
,,foster,1,less_conv,convenient,,recommended
great_pret,,completed,1,critical,inconv,problematic,recommended
usual,very_crit,incomplete,3,convenient,inconv,slightly_prob,priority
,,foster,2,less_conv,inconv,nonprob,
usual,,,,critical,convenient,,recommended
usual,,incomplete,1,convenient,inconv,slightly_prob,priority
,proper,completed,more,convenient,convenient,problematic,
great_pret,less_proper,incomplete,3,convenient,inconv,nonprob,
great_pret,proper,,,convenient,convenient,problematic,not_recom
great_pret,very_crit,,3,less_conv,inconv,problematic,not_recom
great_pret,improper,complete,3,,,slightly_prob,not_recom
pretentious,,,2,convenient,convenient,problematic,priority
great_pret,critical,complete,3,,inconv,slightly_prob,
pretentious,less_proper,,,,inconv,problematic,
,less_proper,completed,2,convenient,inconv,,
great_pret,improper,incomplete,more,,inconv,,priority
great_pret,proper,completed,3,convenient,inconv,problematic,
,,foster,1,less_conv,inconv,,recommended
,proper,incomplete,1,convenient,,,
pretentious,proper,incomplete,1,less_conv,convenient,,recommended
,improper,complete,,less_conv,inconv,,not_recom
pretentious,,foster,,critical,,slightly_prob,
great_pret,,foster,3,critical,convenient,,priority
usual,very_crit,,1,critical,convenient,nonprob,
,less_proper,,,convenient,inconv,nonprob,not_recom
usual,very_crit,,more,convenient,inconv,problematic,
pretentious,less_proper,incomplete,3,convenient,inconv,slightly_prob,
,very_crit,foster,,convenient,convenient,,priority
pretentious,less_proper,,2,less_conv,inconv,,
,critical,,more,,,slightly_prob,recommended
pretentious,less_proper,incomplete,more,less_conv,convenient,slightly_prob,recommended
,,incomplete,3,less_conv,,problematic,
usual,critical,incomplete,,critical,inconv,nonprob,not_recom
usual,improper,,,,inconv,,priority
,proper,complete,1,less_conv,,slightly_prob,
usual,,,3,convenient,convenient,,
,less_proper,complete,more,,convenient,slightly_prob,not_recom
great_pret,critical,completed,3,convenient,inconv,,priority
,less_proper,,more,critical,inconv,slightly_prob,recommended
usual,very_crit,incomplete,3,less_conv,inconv,problematic,not_recom
great_pret,proper,completed,3,,convenient,slightly_prob,recommended
pretentious,,complete,1,,inconv,,
pretentious,improper,completed,1,,convenient,,priority
usual,improper,incomplete,2,,convenient,,not_recom
great_pret,proper,,2,critical,inconv,,recommended
pretentious,improper,incomplete,more,critical,inconv,problematic,recommended
usual,,completed,3,,inconv,slightly_prob,
great_pret,,foster,,critical,,,not_recom
usual,less_proper,,3,convenient,,problematic,priority
pretentious,proper,completed,more,less_conv,inconv,nonprob,recommended
usual,proper,completed,1,less_conv,convenient,,recommended
pretentious,improper,completed,1,convenient,inconv,nonprob,not_recom
pretentious,less_proper,foster,3,critical,convenient,nonprob,priority
usual,less_proper,foster,2,critical,convenient,slightly_prob,recommended
usual,critical,completed,2,less_conv,,nonprob,
,very_crit,complete,1,less_conv,convenient,slightly_prob,priority
,very_crit,,1,convenient,inconv,,not_recom
pretentious,proper,completed,1,,,problematic,
,less_proper,complete,more,,convenient,,recommended
great_pret,very_crit,incomplete,,critical,convenient,,priority
usual,proper,foster,2,,inconv,slightly_prob,not_recom
usual,proper,foster,3,critical,inconv,problematic,not_recom
pretentious,improper,incomplete,1,less_conv,inconv,slightly_prob,recommended
,critical,foster,more,,inconv,,
,very_crit,completed,3,critical,convenient,nonprob,not_recom
usual,proper,incomplete,,convenient,convenient,problematic,not_recom
great_pret,very_crit,foster,more,critical,inconv,problematic,priority
usual,,incomplete,2,critical,inconv,problematic,
usual,proper,complete,3,convenient,convenient,,priority
great_pret,proper,,2,convenient,,,
,,foster,,convenient,inconv,nonprob,
pretentious,very_crit,incomplete,more,convenient,inconv,slightly_prob,recommended
pretentious,critical,complete,2,critical,convenient,problematic,not_recom
pretentious,,foster,more,critical,convenient,slightly_prob,priority
usual,critical,incomplete,3,critical,convenient,,recommended
usual,critical,foster,3,convenient,inconv,slightly_prob,not_recom
usual,critical,completed,1,less_conv,convenient,nonprob,priority
usual,,completed,3,less_conv,inconv,nonprob,not_recom
usual,improper,complete,1,less_conv,convenient,problematic,not_recom
usual,proper,foster,more,less_conv,convenient,,
great_pret,critical,complete,2,critical,inconv,problematic,recommended
pretentious,proper,foster,,critical,inconv,nonprob,recommended
usual,less_proper,incomplete,2,,convenient,nonprob,
usual,less_proper,complete,2,,inconv,,not_recom
great_pret,less_proper,foster,2,convenient,,slightly_prob,not_recom
usual,improper,completed,more,critical,inconv,slightly_prob,recommended
usual,,,1,less_conv,inconv,slightly_prob,recommended
pretentious,critical,complete,more,convenient,,slightly_prob,recommended
usual,improper,,3,critical,,nonprob,priority
great_pret,,foster,1,less_conv,inconv,slightly_prob,
usual,proper,foster,3,less_conv,convenient,slightly_prob,not_recom
pretentious,,complete,more,less_conv,inconv,problematic,not_recom
great_pret,improper,complete,more,critical,inconv,problematic,priority
pretentious,,foster,more,convenient,inconv,,
,,complete,2,convenient,inconv,slightly_prob,recommended
pretentious,,,2,less_conv,inconv,nonprob,not_recom
pretentious,,,1,critical,inconv,,
usual,proper,incomplete,3,,convenient,nonprob,recommended
pretentious,less_proper,complete,3,convenient,convenient,,priority
,critical,complete,,critical,convenient,slightly_prob,recommended
,improper,,more,critical,convenient,nonprob,not_recom
great_pret,,complete,3,critical,,nonprob,not_recom
pretentious,improper,,more,critical,,slightly_prob,not_recom
great_pret,proper,incomplete,more,critical,inconv,nonprob,
pretentious,less_proper,completed,2,less_conv,inconv,nonprob,not_recom
great_pret,,incomplete,1,critical,inconv,slightly_prob,not_recom
,critical,incomplete,more,less_conv,convenient,,recommended
usual,,foster,2,convenient,convenient,problematic,not_recom
,very_crit,complete,3,critical,inconv,problematic,recommended
pretentious,critical,complete,,less_conv,inconv,slightly_prob,recommended
pretentious,critical,complete,1,less_conv,convenient,problematic,
,,foster,1,less_conv,convenient,nonprob,priority
,very_crit,complete,1,critical,convenient,slightly_prob,not_recom
great_pret,critical,complete,,less_conv,,problematic,recommended
usual,less_proper,,2,less_conv,,,
great_pret,,completed,1,less_conv,inconv,problematic,recommended
great_pret,critical,foster,2,convenient,convenient,problematic,recommended
,,completed,1,critical,inconv,slightly_prob,recommended
pretentious,less_proper,complete,1,less_conv,,problematic,priority
great_pret,critical,,,convenient,inconv,,
pretentious,improper,incomplete,2,less_conv,convenient,slightly_prob,priority
great_pret,critical,foster,,critical,,slightly_prob,not_recom
usual,very_crit,incomplete,more,critical,convenient,slightly_prob,
great_pret,,complete,1,less_conv,convenient,,priority
usual,proper,incomplete,more,less_conv,,problematic,priority
great_pret,critical,completed,2,convenient,convenient,slightly_prob,
,less_proper,completed,3,less_conv,convenient,slightly_prob,priority
usual,very_crit,foster,,less_conv,inconv,,priority
,,,3,critical,convenient,problematic,recommended
usual,very_crit,foster,2,critical,,problematic,not_recom
usual,,incomplete,1,less_conv,,problematic,recommended
pretentious,less_proper,complete,,less_conv,convenient,nonprob,priority
pretentious,less_proper,complete,more,less_conv,inconv,problematic,priority
pretentious,less_proper,completed,,convenient,,slightly_prob,not_recom
pretentious,very_crit,completed,3,critical,inconv,slightly_prob,not_recom
pretentious,critical,,1,,inconv,problematic,priority
pretentious,proper,complete,2,critical,convenient,problematic,priority
pretentious,proper,,2,less_conv,convenient,,recommended
pretentious,improper,incomplete,more,convenient,convenient,nonprob,priority
,very_crit,complete,2,critical,convenient,slightly_prob,
great_pret,critical,,1,less_conv,convenient,nonprob,
,less_proper,completed,3,convenient,convenient,problematic,recommended
usual,,incomplete,more,convenient,convenient,problematic,not_recom
pretentious,very_crit,complete,,less_conv,,slightly_prob,not_recom
great_pret,,completed,1,less_conv,,slightly_prob,
,,completed,more,less_conv,,nonprob,not_recom
great_pret,less_proper,incomplete,3,convenient,,,priority
usual,,incomplete,3,less_conv,,,not_recom
,critical,,1,less_conv,inconv,nonprob,not_recom
great_pret,proper,complete,,convenient,,problematic,recommended
,very_crit,foster,1,convenient,inconv,,priority
pretentious,improper,incomplete,2,convenient,convenient,slightly_prob,recommended
great_pret,very_crit,foster,3,less_conv,,problematic,priority
pretentious,proper,incomplete,3,critical,inconv,nonprob,not_recom
pretentious,,complete,more,,inconv,problematic,recommended
great_pret,very_crit,completed,1,,inconv,nonprob,priority
,less_proper,incomplete,,convenient,convenient,slightly_prob,recommended
great_pret,less_proper,incomplete,more,convenient,,slightly_prob,recommended
,,incomplete,,less_conv,inconv,nonprob,recommended
pretentious,improper,incomplete,2,less_conv,inconv,,
usual,proper,incomplete,2,critical,,slightly_prob,priority
usual,improper,incomplete,1,less_conv,convenient,slightly_prob,priority
pretentious,critical,foster,,convenient,inconv,slightly_prob,
great_pret,very_crit,foster,2,less_conv,inconv,slightly_prob,
pretentious,,completed,2,,inconv,problematic,not_recom
pretentious,less_proper,complete,3,convenient,inconv,nonprob,priority
pretentious,less_proper,,1,less_conv,convenient,nonprob,not_recom
,,completed,2,less_conv,convenient,slightly_prob,
great_pret,,,1,convenient,convenient,problematic,recommended
pretentious,very_crit,,1,,,problematic,priority
,proper,foster,1,less_conv,inconv,slightly_prob,not_recom
pretentious,proper,incomplete,2,,convenient,,priority
,improper,foster,3,critical,,problematic,not_recom
,,incomplete,,critical,,nonprob,not_recom
,very_crit,foster,1,,convenient,problematic,priority
pretentious,improper,incomplete,,less_conv,,nonprob,priority
great_pret,less_proper,complete,3,less_conv,inconv,slightly_prob,priority
,critical,incomplete,1,less_conv,inconv,problematic,priority
usual,critical,complete,,,convenient,slightly_prob,priority
pretentious,very_crit,foster,more,convenient,convenient,slightly_prob,not_recom
pretentious,improper,complete,2,convenient,,problematic,recommended
great_pret,very_crit,complete,3,critical,convenient,slightly_prob,priority
great_pret,proper,foster,1,,inconv,,priority
usual,,foster,2,,inconv,problematic,recommended
usual,,foster,2,critical,,problematic,not_recom
great_pret,proper,,more,less_conv,,problematic,not_recom
great_pret,less_proper,foster,more,convenient,inconv,nonprob,not_recom
great_pret,very_crit,foster,,less_conv,inconv,slightly_prob,recommended
usual,,completed,,convenient,inconv,slightly_prob,priority
great_pret,critical,completed,1,convenient,inconv,slightly_prob,
great_pret,critical,incomplete,1,less_conv,,nonprob,priority
,improper,incomplete,2,less_conv,convenient,problematic,priority
great_pret,less_proper,foster,2,less_conv,convenient,problematic,priority
,,complete,3,less_conv,convenient,nonprob,recommended
,,completed,more,critical,inconv,nonprob,not_recom
great_pret,,incomplete,more,convenient,,slightly_prob,not_recom
great_pret,critical,,,,inconv,slightly_prob,
pretentious,proper,,,less_conv,inconv,nonprob,
,critical,incomplete,1,,convenient,problematic,recommended
,critical,foster,2,convenient,inconv,problematic,priority
,very_crit,incomplete,1,less_conv,convenient,,recommended
great_pret,proper,complete,3,critical,,,not_recom
usual,critical,,1,critical,inconv,nonprob,recommended
usual,critical,completed,2,,,nonprob,
,proper,,,critical,inconv,nonprob,recommended
great_pret,less_proper,incomplete,1,,inconv,problematic,not_recom
usual,improper,foster,,convenient,inconv,slightly_prob,recommended
usual,improper,incomplete,3,convenient,inconv,nonprob,priority
,critical,completed,more,less_conv,inconv,nonprob,priority
usual,improper,completed,2,,convenient,nonprob,recommended
pretentious,critical,,2,convenient,,nonprob,priority
usual,,,1,less_conv,,problematic,recommended
great_pret,proper,foster,3,convenient,convenient,,
,improper,complete,,convenient,convenient,problematic,priority
great_pret,,completed,2,convenient,inconv,nonprob,priority
pretentious,proper,complete,2,less_conv,inconv,nonprob,recommended
great_pret,,complete,2,convenient,convenient,slightly_prob,not_recom
pretentious,critical,,2,convenient,convenient,,priority
pretentious,improper,,,critical,inconv,problematic,recommended
,proper,foster,1,,convenient,slightly_prob,priority
great_pret,critical,complete,2,convenient,convenient,problematic,priority
,critical,completed,2,critical,convenient,problematic,recommended
great_pret,improper,,more,less_conv,inconv,slightly_prob,not_recom
usual,less_proper,completed,1,convenient,convenient,,priority
great_pret,proper,foster,more,convenient,,problematic,recommended
pretentious,,foster,1,less_conv,inconv,problematic,not_recom
pretentious,less_proper,completed,more,convenient,inconv,nonprob,
great_pret,proper,complete,,,inconv,problematic,recommended
pretentious,improper,foster,2,,convenient,nonprob,
usual,,completed,more,,convenient,problematic,
usual,critical,incomplete,2,convenient,convenient,slightly_prob,not_recom
great_pret,improper,complete,1,,convenient,,not_recom
great_pret,proper,complete,3,convenient,,,
great_pret,,complete,,critical,convenient,problematic,recommended
usual,proper,,2,less_conv,,problematic,not_recom
usual,,incomplete,3,critical,inconv,slightly_prob,recommended
great_pret,less_proper,completed,more,convenient,convenient,,priority
pretentious,very_crit,completed,3,critical,inconv,nonprob,not_recom
,less_proper,,,convenient,convenient,nonprob,recommended
,proper,complete,1,convenient,convenient,nonprob,recommended
usual,very_crit,foster,2,,inconv,nonprob,priority
great_pret,less_proper,completed,2,critical,inconv,nonprob,priority
usual,less_proper,completed,,convenient,,problematic,recommended
great_pret,less_proper,incomplete,1,,,slightly_prob,
usual,critical,completed,3,,inconv,problematic,recommended
pretentious,very_crit,complete,1,less_conv,,,not_recom
great_pret,less_proper,incomplete,more,,convenient,problematic,not_recom
usual,improper,completed,1,less_conv,,slightly_prob,priority
great_pret,,incomplete,3,less_conv,convenient,,
great_pret,less_proper,foster,2,critical,inconv,slightly_prob,not_recom
pretentious,improper,,1,convenient,,problematic,recommended
,improper,incomplete,1,convenient,,nonprob,priority
usual,less_proper,,2,critical,inconv,nonprob,recommended
pretentious,very_crit,complete,more,convenient,inconv,nonprob,
usual,improper,foster,1,critical,convenient,problematic,priority
great_pret,proper,,3,convenient,inconv,nonprob,priority
great_pret,,foster,1,critical,convenient,slightly_prob,not_recom
great_pret,very_crit,complete,more,critical,inconv,problematic,priority
usual,improper,incomplete,,less_conv,convenient,problematic,not_recom
,improper,foster,1,convenient,,,priority
usual,less_proper,completed,2,critical,,,recommended
great_pret,very_crit,incomplete,more,,convenient,problematic,priority
usual,less_proper,,1,,convenient,problematic,priority
,improper,completed,more,convenient,convenient,,not_recom
,,,3,convenient,,slightly_prob,
great_pret,critical,foster,1,convenient,convenient,nonprob,not_recom
great_pret,proper,incomplete,more,,convenient,nonprob,priority
great_pret,improper,complete,1,critical,convenient,nonprob,recommended
pretentious,very_crit,,2,critical,convenient,slightly_prob,not_recom
great_pret,less_proper,,3,,convenient,slightly_prob,recommended
great_pret,,completed,1,less_conv,inconv,slightly_prob,not_recom
usual,very_crit,completed,1,less_conv,convenient,nonprob,
usual,critical,,1,less_conv,,,priority
pretentious,critical,incomplete,more,,convenient,slightly_prob,recommended
great_pret,very_crit,complete,more,convenient,,problematic,priority
great_pret,less_proper,incomplete,1,convenient,inconv,problematic,priority
pretentious,very_crit,completed,,,convenient,nonprob,
great_pret,improper,complete,1,,inconv,,
,improper,complete,more,critical,inconv,slightly_prob,not_recom
usual,improper,complete,more,less_conv,convenient,slightly_prob,not_recom
,very_crit,complete,1,less_conv,,problematic,not_recom
pretentious,critical,foster,1,critical,inconv,problematic,priority
pretentious,less_proper,,1,convenient,inconv,slightly_prob,
usual,,incomplete,3,critical,convenient,problematic,priority
pretentious,less_proper,incomplete,3,convenient,convenient,,recommended
usual,improper,,more,convenient,convenient,problematic,
pretentious,,foster,more,critical,convenient,nonprob,priority
,less_proper,,more,less_conv,inconv,,recommended
pretentious,proper,incomplete,3,convenient,convenient,slightly_prob,
pretentious,improper,completed,,critical,inconv,slightly_prob,priority
pretentious,critical,completed,more,critical,convenient,,not_recom
great_pret,critical,foster,1,critical,inconv,slightly_prob,
pretentious,,complete,,convenient,convenient,nonprob,recommended
pretentious,improper,incomplete,,convenient,inconv,problematic,
great_pret,critical,foster,3,convenient,convenient,slightly_prob,
great_pret,improper,,1,critical,convenient,problematic,
usual,improper,incomplete,2,convenient,inconv,problematic,not_recom
,improper,foster,more,convenient,convenient,,not_recom
pretentious,less_proper,incomplete,1,critical,inconv,,not_recom
great_pret,very_crit,complete,more,critical,convenient,problematic,priority
great_pret,critical,incomplete,1,less_conv,inconv,slightly_prob,
great_pret,critical,,more,critical,convenient,problematic,
great_pret,very_crit,foster,3,,,nonprob,
,less_proper,incomplete,,convenient,convenient,nonprob,recommended
usual,very_crit,,3,convenient,convenient,problematic,not_recom
usual,,incomplete,1,,convenient,problematic,not_recom
usual,very_crit,foster,more,critical,,nonprob,
usual,very_crit,complete,1,less_conv,convenient,slightly_prob,priority
great_pret,proper,incomplete,more,critical,inconv,slightly_prob,
great_pret,very_crit,incomplete,1,convenient,convenient,slightly_prob,priority
great_pret,improper,foster,1,convenient,convenient,problematic,
pretentious,less_proper,completed,1,,convenient,slightly_prob,not_recom
,less_proper,foster,,critical,,,not_recom
usual,very_crit,incomplete,3,,convenient,,priority
pretentious,less_proper,incomplete,1,less_conv,inconv,problematic,recommended
great_pret,,incomplete,2,convenient,,slightly_prob,
great_pret,critical,incomplete,1,,convenient,problematic,not_recom
,proper,incomplete,1,less_conv,convenient,problematic,priority
,proper,foster,more,,convenient,problematic,recommended
,improper,incomplete,more,convenient,convenient,nonprob,priority
,very_crit,,1,less_conv,convenient,problematic,
great_pret,improper,complete,,less_conv,inconv,nonprob,not_recom
usual,very_crit,foster,2,convenient,,problematic,not_recom
pretentious,,,2,convenient,inconv,slightly_prob,priority
pretentious,very_crit,complete,1,convenient,inconv,slightly_prob,priority
pretentious,improper,incomplete,more,less_conv,convenient,,recommended
pretentious,very_crit,foster,,,convenient,nonprob,not_recom
,proper,completed,,less_conv,,nonprob,
usual,improper,complete,1,convenient,,slightly_prob,recommended
great_pret,very_crit,foster,,,inconv,slightly_prob,not_recom
,,complete,more,less_conv,,slightly_prob,not_recom
usual,less_proper,,2,critical,convenient,nonprob,priority
pretentious,,incomplete,2,convenient,inconv,nonprob,
usual,proper,,3,,inconv,,
,improper,foster,1,,,nonprob,priority
usual,critical,complete,1,less_conv,inconv,nonprob,recommended
,proper,completed,,convenient,,slightly_prob,priority
,very_crit,complete,1,critical,inconv,nonprob,not_recom
pretentious,improper,complete,1,critical,inconv,nonprob,
,,complete,more,convenient,convenient,slightly_prob,priority
,improper,complete,3,less_conv,convenient,slightly_prob,recommended
usual,less_proper,complete,2,less_conv,inconv,problematic,priority
great_pret,less_proper,complete,2,,inconv,slightly_prob,recommended
,proper,complete,,,convenient,slightly_prob,not_recom
pretentious,improper,,3,less_conv,convenient,problematic,recommended
,very_crit,incomplete,1,critical,,slightly_prob,priority
,,foster,,,convenient,problematic,priority
pretentious,proper,foster,3,less_conv,inconv,problematic,not_recom
pretentious,,complete,,critical,inconv,slightly_prob,
,less_proper,complete,3,less_conv,inconv,problematic,recommended
great_pret,proper,complete,more,critical,convenient,nonprob,recommended
great_pret,improper,completed,,critical,inconv,nonprob,priority
usual,improper,,3,convenient,,problematic,not_recom
great_pret,less_proper,,2,,inconv,slightly_prob,
pretentious,very_crit,completed,2,critical,convenient,slightly_prob,
great_pret,,completed,2,less_conv,,problematic,priority
pretentious,,,more,critical,convenient,problematic,priority
pretentious,very_crit,foster,2,convenient,convenient,,not_recom
usual,,,,convenient,inconv,slightly_prob,priority
pretentious,less_proper,incomplete,2,less_conv,,problematic,not_recom
pretentious,,incomplete,more,convenient,inconv,nonprob,priority
pretentious,less_proper,foster,1,less_conv,convenient,slightly_prob,priority
,very_crit,incomplete,3,less_conv,convenient,nonprob,priority
pretentious,less_proper,complete,more,less_conv,,nonprob,recommended
great_pret,improper,completed,,convenient,convenient,problematic,priority
pretentious,proper,complete,,convenient,inconv,nonprob,recommended
pretentious,very_crit,incomplete,2,convenient,,problematic,recommended
pretentious,,foster,3,convenient,convenient,problematic,recommended
great_pret,improper,incomplete,1,less_conv,convenient,slightly_prob,recommended
usual,less_proper,incomplete,1,less_conv,inconv,problematic,priority
pretentious,critical,foster,3,less_conv,convenient,slightly_prob,not_recom
great_pret,proper,foster,2,convenient,inconv,nonprob,not_recom
usual,,complete,1,convenient,inconv,problematic,priority
great_pret,improper,completed,more,less_conv,inconv,nonprob,priority
pretentious,,incomplete,more,critical,inconv,slightly_prob,priority
great_pret,proper,incomplete,,less_conv,convenient,problematic,priority
great_pret,very_crit,completed,3,critical,,,recommended
,,foster,3,critical,convenient,slightly_prob,priority
pretentious,improper,,3,less_conv,convenient,nonprob,priority
great_pret,proper,completed,more,,inconv,nonprob,priority
pretentious,less_proper,,3,critical,inconv,nonprob,
,less_proper,,,critical,,slightly_prob,priority
pretentious,less_proper,foster,3,convenient,inconv,,priority
,,foster,2,less_conv,convenient,nonprob,recommended
pretentious,critical,foster,more,convenient,convenient,nonprob,recommended
pretentious,very_crit,,1,convenient,inconv,nonprob,not_recom
,less_proper,foster,2,critical,inconv,problematic,
great_pret,critical,completed,3,less_conv,,nonprob,priority
usual,very_crit,foster,2,,,,recommended
pretentious,proper,foster,more,convenient,convenient,problematic,priority
great_pret,critical,completed,3,critical,convenient,problematic,
,less_proper,completed,,convenient,inconv,problematic,
,improper,complete,2,less_conv,,nonprob,priority
pretentious,very_crit,completed,,critical,inconv,slightly_prob,not_recom
